CEP	LOGRADOURO	BAIRRO	LAT	LONG
50770325	Rua Lagedão	Afogados	-8.08148370	-34.91046140
50850110	Rua Lauro Sodré	Afogados	-8.07983510	-34.91832130
50770610	Rua Lavínia	Afogados	-8.08377890	-34.91447000
50830330	Rua Leônidas Amaral	Afogados	-8.07008830	-34.90897320
50770330	Rua Lídia da Cruz Cavalcanti	Afogados	-8.07877720	-34.90993270
50760750	Rua Lídia Guimarães	Afogados	-8.07489440	-34.91471670
50770400	Rua Londrina	Afogados	-8.07914060	-34.91021520
50850100	Rua Luiz Pereira de Farias	Afogados	-8.08262350	-34.91852280
50850150	Rua Madressilva	Afogados	-8.08017600	-34.90982170
50750130	Rua Maguari	Afogados	-8.07036460	-34.90754090
50830390	Rua Major Justino da Silveira	Afogados	-8.07072710	-34.91039950
50850120	Rua Manoel de Albuquerque Fernandes	Afogados	-8.07986870	-34.91910000
50830610	Rua Manoel Ferreira de Moraes	Afogados	-8.06649910	-34.91206050
50850040	Rua Manoel Lubambo	Afogados	-8.07986210	-34.91684500
50850350	Rua Manoel Rodrigues do Passo	Afogados	-8.08188170	-34.91928770
50820540	Rua Manuel Batista de Azevedo	Afogados	-8.07688300	-34.90767140
50820470	Rua Manuel Padilha	Afogados	-8.07731040	-34.91234030
50750195	Rua Maria José de Lima	Afogados	-8.06790310	-34.91472980
50770280	Rua Maria Pereira de Lucena	Afogados	-8.08089270	-34.90695610
50770640	Rua Mariápolis	Afogados	-8.08272100	-34.91331560
50830095	Rua Mário Libânio	Afogados	-8.07208010	-34.91655470
50830290	Rua Miami	Afogados	-8.06850200	-34.91051840
50770770	Rua Mirassol	Afogados	-23.60055300	-46.63988840
50770110	Rua Motocolombó	Afogados	-8.08150380	-34.90624370
50830340	Rua Muriaé	Afogados	-21.12883550	-42.35469320
50770540	Rua Napoleão Teixeira de Macêdo	Afogados	-8.07912820	-34.91232030
50750010	Rua Nicolau Pereira	Afogados	-8.07795050	-34.90571140
50760008	Rua Nogueira de Melo	Afogados	-8.07537550	-34.91546920
50770730	Rua Odilon Tucuman	Afogados	-8.08098710	-34.91461180
50850250	Rua Olegário Mariano	Afogados	-8.08237280	-34.92185140
50770490	Rua Olímpio Chacon	Afogados	-8.08115870	-34.91165220
50770780	Rua Onze de Junho	Afogados	-8.07975350	-34.90726760
50760252	Rua Orlândia	Afogados	-8.07241910	-34.91562840
50750090	Rua Padre Euclides Jardim	Afogados	-8.07344210	-34.90647520
50830562	Rua Padre Teófilo Tworz	Afogados	-8.06471990	-34.91003750
50770040	Rua Pedro Cabral de Oliveira	Afogados	-8.08075030	-34.90773480
50750170	Rua Pinaré	Afogados	-8.06970920	-34.90754690
50830320	Rua Piraíba	Afogados	-8.06971450	-34.90899770
50820620	Rua Pirajá	Afogados	-8.07600370	-34.91220590
50830640	Rua Piriá	Afogados	-8.06856070	-34.91019740
50830270	Rua Pistóia	Afogados	-8.06918270	-34.91095410
50830310	Rua Piuma	Afogados	-8.06978180	-34.90950880
50770450	Rua Porto União	Afogados	-8.08254600	-34.91109040
50750150	Rua Potiraguá	Afogados	-8.06982700	-34.90780350
50770290	Rua Professor Augusto Wanderley Filho	Afogados	-8.08252830	-34.90787890
50750205	Rua Professor Celestin Malzac	Afogados	-8.06736330	-34.91335150
50830730	Rua Professor Francisco Figueiredo	Afogados	-8.06288630	-34.91026620
50830370	Rua Professor Frederico Cúrio	Afogados	-8.07175890	-34.90996500
50770260	Rua Quitério Inácio de Melo	Afogados	-8.08112710	-34.90921320
50760014	Rua Raimundo Jacó	Afogados	-8.07379170	-34.91587770
50760740	Rua Realengo	Afogados	-8.07538060	-34.91427260
50770240	Rua Ribeiro César	Afogados	-8.13717360	-34.96338700
50750050	Rua Rio Araguáia	Afogados	-8.07386700	-34.90599630
50850470	Rua Rosenildo da Rocha Leão	Afogados	-8.08143500	-34.90633710
50770790	Rua Rubiácea	Afogados	-8.08412750	-34.91294790
50750185	Rua Santa Edwirges	Afogados	-8.06527110	-34.91242050
50770600	Rua Santa Helena	Afogados	-8.08403090	-34.91400700
50770590	Rua Santa Vitória	Afogados	-8.08450650	-34.91285090
50770660	Rua Santo Cristo	Afogados	-8.08204440	-34.91333730
50770270	Rua Santos Araújo	Afogados	-8.07919090	-34.90946870
50770440	Rua São Bento do Sul	Afogados	-8.04579080	-34.91811790
50830530	Rua São Felipe	Afogados	-8.08017600	-34.90982170
50770560	Rua São Lourenço	Afogados	-8.01965990	-34.91679030
50750200	Rua São Lucas	Afogados	-8.06827560	-34.90623000
50770720	Rua São Miguel	Afogados	-8.08075200	-34.91601190
50770971	Rua São Miguel, 516	Afogados	-8.08016830	-34.91132270
50770970	Rua São Miguel, 67	Afogados	-8.08032400	-34.90721980
50830400	Rua Sargento Wolff	Afogados	-8.07120220	-34.91135790
50770220	Rua Sertãozinho	Afogados	-8.08166470	-34.90764670
50820520	Rua Tamarindo	Afogados	-8.07791820	-34.90804090
50830190	Rua Tebas	Afogados	-8.06682470	-34.90973390
50850180	Rua Terezinha Lima	Afogados	-8.08253280	-34.92021520
50750190	Rua Tinhorão	Afogados	-8.06856420	-34.90764560
50850450	Rua Tranquilidade	Afogados	-22.78932180	-43.40821390
50830540	Rua Três de Agosto	Afogados	-8.07400740	-34.91072350
50770650	Rua Turiaçu	Afogados	-8.08253400	-34.91415100
50760016	Rua Uberaba	Afogados	-8.07441570	-34.91652080
50820550	Rua Ursulino Pinto de Carvalho	Afogados	-8.07652430	-34.90836750
50820730	Rua Vereador Francisco de Paula Santana - Chico da Manola	Afogados	-8.07995190	-34.91976960
50820000	Rua Vinte e Um de Abril	Afogados	-8.07364140	-34.92333050
50770550	Rua Vinte e Um de Dezembro	Afogados	-8.07825400	-34.91260790
50820490	Rua Visconde de Inhauma	Afogados	-8.07753420	-34.90930040
50820510	Rua Visconde de Pelotas	Afogados	-8.07809690	-34.90942480
50830501	Travessa Armando Burle	Afogados	-8.07148030	-34.91321600
50820641	Travessa Betim	Afogados	-8.07432210	-34.91272220
50820441	Travessa Bezerra da Palma	Afogados	-8.07485520	-34.91288090
50760260	Travessa Carlópolis	Afogados	-8.07302060	-34.91703810
50820495	Travessa Central	Afogados	-8.07803200	-34.91056960
50770766	Travessa Cerro Negro	Afogados	-8.08537910	-34.91213090
50830151	Travessa Cosme Viana	Afogados	-8.07099680	-34.90911710
50830461	Travessa Crucilândia	Afogados	-8.07010550	-34.91398020
50850361	Travessa Daniel Antônio Rodrigues	Afogados	-8.08296770	-34.92243880
50770321	Travessa do Rosário	Afogados	-7.99414090	-34.92294460
50830360	Travessa do Viveiro	Afogados	-8.07046350	-34.90908560
50820411	Travessa Doutor João Figueira	Afogados	-8.07672650	-34.91680460
50750121	Travessa Guaraní	Afogados	-8.07069570	-34.90737310
50830180	Travessa Gurupé	Afogados	-8.06665510	-34.91040860
50850421	Travessa José Francisco	Afogados	-8.00122390	-34.90392480
50750635	Travessa Juriti	Afogados	-8.07012860	-34.90712890
50750051	Travessa Rio Araguaia	Afogados	-8.07386700	-34.90599630
50770601	Travessa Santa Helena	Afogados	-8.08403090	-34.91400700
50830280	Vila Miami	Afogados	-8.06850200	-34.91051840
50750291	1ª Travessa do Fonseca	Ilha do Retiro	-8.06428550	-34.90789780
50750252	2ª Travessa Campos Tabaiares	Ilha do Retiro	-8.06612880	-34.90512700
50750253	3ª Travessa Campos Tabaiares	Ilha do Retiro	-8.06604140	-34.90483270
50750254	4ª Travessa Campos Tabaiares	Ilha do Retiro	-8.06612880	-34.90512700
50750255	5ª Travessa Campos Tabaiares	Ilha do Retiro	-8.06604140	-34.90483270
50750400	Avenida Beira Rio	Ilha do Retiro	-8.06475850	-34.90136820
50750257	Avenida Engenheiro Abdias de Carvalho	Ilha do Retiro	-8.06245130	-34.91139190
50750510	Avenida Prefeito Lima Castro	Ilha do Retiro	-8.06447120	-34.90232140
50750500	Avenida Sport Clube do Recife	Ilha do Retiro	-8.06142500	-34.90322300
50750280	Avenida Vila Canal	Ilha do Retiro	-8.06291680	-34.90290940
50750265	Estrada dos Remédios	Ilha do Retiro	-8.06319330	-34.90775790
50750560	Praça da Bandeira	Ilha do Retiro	-8.06119890	-34.90129120
50750340	Rua Abdísio Veiga	Ilha do Retiro	-8.06257000	-34.90552430
50750350	Rua Astorga	Ilha do Retiro	-8.06221910	-34.90635960
50750250	Rua Campos Tabaiares	Ilha do Retiro	-8.06596840	-34.90595410
50750390	Rua Comendador Bento Aguiar	Ilha do Retiro	-8.06109940	-34.90661000
50750300	Rua Curió	Ilha do Retiro	-8.06384830	-34.90679510
50750290	Rua do Fonseca	Ilha do Retiro	-8.06394510	-34.90621750
50830020	Rua Dona Maria Vieira	Ilha do Retiro	-8.06308080	-34.90863520
50750320	Rua Doutor João Marques	Ilha do Retiro	-8.06321520	-34.90629880
50750550	Rua Doutor Joaquim dos Santos Souto	Ilha do Retiro	-8.06523630	-34.90201650
50750530	Rua Doutor Nazareno Campelo	Ilha do Retiro	-8.06386650	-34.90153810
50750570	Rua Guaporanga	Ilha do Retiro	-8.06462460	-34.90526890
50750630	Rua Helena de Lemos	Ilha do Retiro	-8.06418710	-34.90516360
50750540	Rua Hisbelo Campos	Ilha do Retiro	-8.06454250	-34.90176350
50750380	Rua João Elísio Ramos	Ilha do Retiro	-8.06257500	-34.90495000
50830040	Rua João Ivo da Silva	Ilha do Retiro	-8.06367610	-34.90925660
50750580	Rua Jordânia	Ilha do Retiro	-8.06690830	-34.90494080
50750260	Rua Mauro Borrione	Ilha do Retiro	-8.06522310	-34.90574820
50830010	Rua Padre Gabriel Mousinho	Ilha do Retiro	-8.06243140	-34.90853830
50750575	Rua Padre Teófilo Tworz	Ilha do Retiro	-8.06475120	-34.90962190
50750310	Rua Patativa	Ilha do Retiro	-8.11931940	-34.94502450
50750270	Rua Poetisa Maria Celina Maia	Ilha do Retiro	-8.06587990	-34.90577730
50750370	Rua Senador Fábio de Barros	Ilha do Retiro	-8.06220160	-34.90599870
50750230	Rua Tabaiares	Ilha do Retiro	-8.06537220	-34.90614700
50750330	Rua Vital Brasil	Ilha do Retiro	-8.06271490	-34.90643140
50750240	Rua Zeferino Sales	Ilha do Retiro	-8.06567150	-34.90725830
50750251	Travessa Campos Tabaiares	Ilha do Retiro	-8.06633340	-34.90534350
50830030	Travessa Dona Maria Vieira	Ilha do Retiro	-8.06308080	-34.90863520
50751116	1ª Travessa João Correia Filho	Bongi	-8.06690570	-34.91515410
50751081	1ª Travessa Joaquim da Silva Caldas	Bongi	-8.06663780	-34.91644590
50751621	1ª Travessa José Moreira Reis	Bongi	-8.06953020	-34.91466250
50751117	2ª Travessa João Correia Filho	Bongi	-8.06710790	-34.91496410
50751082	2ª Travessa Joaquim da Silva Caldas	Bongi	-8.06666180	-34.91595350
50751622	2ª Travessa José Moreira Reis	Bongi	-8.06953020	-34.91466250
50751083	3ª Travessa Joaquim da Silva Caldas	Bongi	-8.06689550	-34.91605290
50751283	3ª Travessa Pio Muniz de Farias	Bongi	-8.06737200	-34.91929420
50751084	4ª Travessa Joaquim da Silva Caldas	Bongi	-8.06628890	-34.91578830
50751085	5ª Travessa Joaquim da Silva Caldas	Bongi	-8.06627080	-34.91578760
50751086	6ª Travessa Joaquim da Silva Caldas	Bongi	-8.06627080	-34.91578760
50751275	Avenida Cônsul Vilares Fragoso - lado par	Bongi	-8.06662030	-34.92461380
50751655	Avenida Engenheiro Abdias de Carvalho	Bongi	-8.06057000	-34.92554400
50751200	Avenida Manoel Gonçalves da Luz	Bongi	-8.06999400	-34.91775990
50751070	Estrada do Bongi	Bongi	-8.06516680	-34.91599430
50751600	Praça da Celpe	Bongi	-8.06485840	-34.92097370
50751425	Rua Acajutiba	Bongi	-8.06356110	-34.92103540
50751125	Rua Adilson Santos Xavier	Bongi	-8.06615250	-34.91475300
50751300	Rua Alexandre Padilha	Bongi	-8.06586360	-34.91745540
50751230	Rua Ana Otília de Farias	Bongi	-8.06774080	-34.91804850
50751400	Rua Analândia	Bongi	-8.06375770	-34.91923120
50751695	Rua Ângelo Agostini	Bongi	-8.06747120	-34.91399490
50751270	Rua Anhanguera	Bongi	-8.06757920	-34.91762650
50751390	Rua Anne Frank	Bongi	-8.06328560	-34.91923440
50751480	Rua Aparecida de Minas	Bongi	-8.06712000	-34.92206930
50751640	Rua Augusto Silva	Bongi	-8.06867470	-34.91833980
50751130	Rua Carlos Gomes	Bongi	-8.06562910	-34.91403680
50751500	Rua Ceráima	Bongi	-8.06329040	-34.92077980
50751470	Rua Coronel Américo Fontenele	Bongi	-8.06541230	-34.91988220
50751100	Rua Coxim	Bongi	-8.06594310	-34.91550830
50751380	Rua Desembargador João Batista	Bongi	-8.06473970	-34.91915450
50751535	Rua Dona Maria Augusta Nogueira	Bongi	-8.06460300	-34.92226560
50760515	Rua Doutor João Costa	Bongi	-8.06821570	-34.92251250
50751405	Rua Doutor Severino Jatobá	Bongi	-8.06450350	-34.91830900
50751460	Rua Euclides da Cunha	Bongi	-8.06586380	-34.92004250
50751127	Rua Ferreiros	Bongi	-8.06652040	-34.91486470
50751190	Rua Fraiburgo	Bongi	-8.06829430	-34.91680170
50751560	Rua Franco da Rocha	Bongi	-8.06226120	-34.92276900
50751375	Rua Isaac Markman	Bongi	-8.06422040	-34.92169920
50760518	Rua Itapemirim	Bongi	-8.06547840	-34.92338410
50751615	Rua Itápolis	Bongi	-8.06807390	-34.91668760
50751220	Rua Ituverava	Bongi	-8.06752360	-34.91797880
50751115	Rua João Correia Filho	Bongi	-8.06645870	-34.91469900
50760025	Rua João Trajano da Silva	Bongi	-8.06902990	-34.91931220
50751080	Rua Joaquim da Silva Caldas	Bongi	-8.06571760	-34.91617660
50751210	Rua José de Farias	Bongi	-8.06816410	-34.91797130
50751625	Rua José Moreira Reis	Bongi	-8.06849010	-34.91828160
50760030	Rua Juranda	Bongi	-8.06862140	-34.91975600
50751110	Rua Major Mário Portela	Bongi	-8.06763810	-34.91583790
50751155	Rua Maria José de Lima	Bongi	-8.06788680	-34.91477760
50830240	Rua Padre Teófilo Tworz	Bongi	-8.06405750	-34.91171460
50751340	Rua Pedro Américo	Bongi	-8.06562630	-34.91807310
50751490	Rua Péricles Santos	Bongi	-8.06412510	-34.92096970
50751250	Rua Picos	Bongi	-8.06744910	-34.91828510
50751260	Rua Pindoba	Bongi	-8.06754890	-34.91867080
50751280	Rua Pio Muniz de Farias	Bongi	-8.06457660	-34.92387090
50751540	Rua Pirapama	Bongi	-8.04857090	-34.95087350
50751350	Rua Pirituba	Bongi	-8.06749520	-34.91898120
50760040	Rua Pocrane	Bongi	-8.06866580	-34.91920180
50830248	Rua Professor Celestin Malzac	Bongi	-8.06727210	-34.91331650
50751430	Rua Professor Mário Ramos	Bongi	-8.06327050	-34.91977640
50751450	Rua Randolfo Pinto Ferreira	Bongi	-8.06449810	-34.92020070
50751455	Rua Randolfo Pinto Ferreira - até 1609/1610	Bongi	-8.06207410	-34.92077580
50760050	Rua Ribeirão Preto	Bongi	-8.06844280	-34.92076680
50830220	Rua Santa Edwirges	Bongi	-8.06416010	-34.91210240
50751440	Rua Umburanas	Bongi	-8.06303350	-34.92080930
50751510	Rua Vinte e Seis de Março	Bongi	-8.06252150	-34.92152840
50751240	Travessa Ana Otília de Farias	Bongi	-8.06774080	-34.91804850
50751120	Travessa Major Mário Portela	Bongi	-8.06628470	-34.91517880
50830235	Travessa Padre Teófilo Tworz	Bongi	-8.06405750	-34.91171460
50751290	Travessa Pio Muniz de Farias	Bongi	-8.06737200	-34.91929420
50751451	Travessa Randolfo Pinto Ferreira	Bongi	-8.06269450	-34.92079730
50830230	Travessa Santa Edwirges	Bongi	-8.06416010	-34.91210240
50751439	Travessa Umburanas	Bongi	-8.06303350	-34.92080930
50760551	1ª Travessa Dom Expedito Lopes	San Martin	-8.06747310	-34.92287460
50760691	1ª Travessa Doutor José Ramos de Vasconcelos	San Martin	-8.07206630	-34.92604540
50761561	1ª Travessa Otaviano de Almeida Rosa	San Martin	-8.07231220	-34.92648100
50760215	1ª Travessa Ourem	San Martin	-8.06611750	-34.92560870
50761065	2ª Travessa Arsenio Calaça	San Martin	-8.06746110	-34.93037310
50761628	2ª Travessa Bonifácio de Andrade	San Martin	-8.07333720	-34.92478520
50760692	2ª Travessa Doutor José Ramos de Vasconcelos	San Martin	-8.07187610	-34.92600380
50760172	2ª Travessa Lajes	San Martin	-8.07106800	-34.91651460
50761562	2ª Travessa Otaviano de Almeida Rosa	San Martin	-8.07231420	-34.92674190
50761342	2ª Travessa Ourém	San Martin	-8.06616680	-34.92562290
50761063	3ª Travessa Arsênio Calaça	San Martin	-8.06424600	-34.92934070
50761563	3ª Travessa Otaviano de Almeida Rosa	San Martin	-8.07231390	-34.92672310
50761564	4ª Travessa Otaviano de Almeida Rosa	San Martin	-8.07231410	-34.92673350
50761062	5ª Travessa Arsênio Calaça	San Martin	-8.06426730	-34.92934700
50760545	Avenida Cônsul Vilares Fragoso	San Martin	-8.06690780	-34.92399880
50761650	Avenida Engenheiro Abdias de Carvalho	San Martin	-8.06136230	-34.92920420
50761000	Avenida General San Martin	San Martin	-8.06836150	-34.92806540
50761740	Avenida Recife	San Martin	-8.07434550	-34.93691450
50865900	Avenida Recife, 6250	San Martin	-8.06845890	-34.94088040
50761575	Largo Vinte e Um de Abril	San Martin	-8.07043810	-34.93029610
50761605	Paralela Vinte e Um de Abril	San Martin	-8.07019390	-34.93071070
50761655	Praça da Cavalaria	San Martin	-8.06542480	-34.92731730
50761720	Praça Sítio Benvenuto	San Martin	-8.07527200	-34.92512020
50751415	Rua Acajutiba	San Martin	-8.06356110	-34.92103540
50760700	Rua Antônio Pereira	San Martin	-8.07180710	-34.92484090
50761010	Rua Apulcro de Assunção	San Martin	-8.06986330	-34.92891530
50760590	Rua Araguaia	San Martin	-8.06918970	-34.92404890
50761045	Rua Ariocó	San Martin	-8.07511830	-34.92404290
50761060	Rua Arsênio Calaça	San Martin	-8.07014260	-34.93103550
50760135	Rua Barra de Guabiraba	San Martin	-8.07151350	-34.92654030
50760085	Rua Barra de São Pedro	San Martin	-8.07018120	-34.92647530
50760205	Rua Barra do Brejo	San Martin	-8.07110390	-34.92612000
50760145	Rua Barra do Jardim	San Martin	-8.07036700	-34.92623990
50751580	Rua Beethoven	San Martin	-8.06570720	-34.92426790
50760165	Rua Boas Novas	San Martin	-8.06946740	-34.92705550
50761630	Rua Bonifácio de Andrade	San Martin	-8.07289360	-34.92685860
50760595	Rua Cabanas	San Martin	-8.06920080	-34.92710290
50761520	Rua Cafelândia	San Martin	-8.07457430	-34.92792600
50761335	Rua Canto da Vila	San Martin	-8.07070170	-34.92736390
50751550	Rua Catumé	San Martin	-8.06268560	-34.92222550
50761580	Rua Caturité	San Martin	-8.07468090	-34.92542200
50760825	Rua Célio Pinheiro de Albuquerque	San Martin	-8.07100790	-34.92878910
50760185	Rua Colméia	San Martin	-8.07125470	-34.92735520
50761310	Rua Comendador Franco Ferreira	San Martin	-8.07029800	-34.92816860
50761320	Rua Comendador José Vita	San Martin	-8.06964440	-34.92750650
50760650	Rua Comendador Queiroz de Oliveira	San Martin	-8.06939790	-34.92504140
50761670	Rua Cordélia Gois Silva	San Martin	-8.07356430	-34.93299080
50761425	Rua Coronel Mizael de Mendonça	San Martin	-8.06972730	-34.93645050
50761615	Rua da Cobal	San Martin	-8.07298480	-34.92524240
50761705	Rua das Rosas	San Martin	-8.07314620	-34.92503580
50761265	Rua Delmiro Gouveia	San Martin	-8.06412110	-34.92951990
50761901	Rua Delmiro Gouveia, 333	San Martin	-8.06389310	-34.92995040
50761530	Rua Desembargador Lopes Gama	San Martin	-8.07376150	-34.92766550
50761625	Rua do Cravo	San Martin	-8.07301150	-34.92476710
50761715	Rua do Lírio	San Martin	-8.07327160	-34.92441840
50760565	Rua Dom Expedito Lopes	San Martin	-8.07016460	-34.92362430
50761430	Rua Dom Expedito Moura	San Martin	-8.07200640	-34.93263830
50751555	Rua Dona Maria Augusta Nogueira	San Martin	-8.06460300	-34.92226560
50760790	Rua Doutor Alberto Moreira	San Martin	-8.07469290	-34.91555490
50761300	Rua Doutor Gomes Porto	San Martin	-8.07017330	-34.92974460
50760690	Rua Doutor José Ramos de Vasconcelos	San Martin	-8.07063870	-34.92574210
50760556	Rua Doutor Laurêncio Lima	San Martin	-22.76640510	-43.29585250
50761540	Rua Doutor Plácido de Oliveira	San Martin	-8.07369290	-34.92729670
50761030	Rua Doutor Telesphoro Fragoso	San Martin	-8.06946550	-34.92965680
50761280	Rua Duarte Filho	San Martin	-8.06773340	-34.92815030
50761240	Rua Eduardo de Andrade	San Martin	-8.06633870	-34.92741640
50761440	Rua Equador	San Martin	-8.07242270	-34.93231250
50760358	Rua Estácio Varjal	San Martin	-8.06181530	-34.92616610
50760660	Rua Estudante Antônio Farias Filho	San Martin	-8.06998300	-34.92473240
50760553	Rua Eurico Batista Ferreira	San Martin	-8.06715170	-34.93091930
50761450	Rua Farroupilha	San Martin	-8.07305970	-34.93122480
50761390	Rua Flora Rica	San Martin	-8.07374830	-34.93132850
50751570	Rua Galena	San Martin	-8.09464890	-34.91737640
50751590	Rua Gália	San Martin	-8.06298260	-34.92308560
50760155	Rua Gildo Rodrigues	San Martin	-19.60350310	-46.91906520
50761590	Rua Imbituba	San Martin	-8.07497630	-34.92479970
50760710	Rua Industrial José Paulo Alimonda	San Martin	-8.07196740	-34.92449400
50761585	Rua Isaac Markman	San Martin	-8.06422040	-34.92169920
50760178	Rua Itapemirim	San Martin	-8.06655190	-34.92379770
50761020	Rua Itaporanga	San Martin	-8.06773020	-34.92872340
50760570	Rua Itapuã	San Martin	-8.06820930	-34.92374330
50760575	Rua Itaquari	San Martin	-8.06652040	-34.91486470
50760560	Rua Itaqui	San Martin	-8.06771450	-34.92360620
50760175	Rua Jaboram	San Martin	-8.07104470	-34.92759900
50761337	Rua Jaborandi	San Martin	-8.07104470	-34.92759900
50761680	Rua João Bezerra	San Martin	-8.07234510	-34.93287380
50761250	Rua José Veloso	San Martin	-8.06567700	-34.92727120
50761610	Rua Jupiáçara	San Martin	-8.07530590	-34.92502970
50761410	Rua Manoel Vieira	San Martin	-8.07134030	-34.93327460
50760685	Rua Mármore	San Martin	-8.08136410	-34.92335770
50761330	Rua Maués	San Martin	-8.06751480	-34.92656120
50761620	Rua Mineirolândia	San Martin	-8.07444900	-34.92739020
50761270	Rua Ministro Paschoal Carlos Magno	San Martin	-8.12678930	-34.94905130
50761490	Rua Moacir Coutinho	San Martin	-8.07455020	-34.92908970
50761460	Rua Monsenhor Callou	San Martin	-8.07158850	-34.93044540
50761290	Rua Mossoró	San Martin	-8.06909760	-34.92870450
50761765	Rua Nossa Senhora da Conceição	San Martin	-8.04335980	-34.96016280
50761775	Rua Nossa Senhora de Fátima	San Martin	-8.08273250	-34.93555670
50760195	Rua Nova Olinda	San Martin	-8.06902420	-34.92682670
50760735	Rua Novo Jardim	San Martin	-8.06924820	-34.92695520
50761560	Rua Otaviano de Almeida Rosa	San Martin	-8.07358450	-34.92654760
50760563	Rua Otaviano Heráclio Duarte	San Martin	-8.06692140	-34.93136330
50761340	Rua Ourém	San Martin	-8.06883070	-34.92639120
50761417	Rua Pedro Boulitreau	San Martin	-8.07339700	-34.93051700
50761040	Rua Pedro Melo	San Martin	-8.06914230	-34.92994540
50761480	Rua Pinguim	San Martin	-8.07475580	-34.92942620
50760800	Rua Porto Sérgio	San Martin	-8.07078000	-34.91761050
50761790	Rua Professor Everardo da Cunha Lima	San Martin	-8.06721720	-34.93108340
50760547	Rua Professor Isaac Pereira da Silva	San Martin	-8.06717770	-34.93065590
50761420	Rua Professor José Calazans	San Martin	-8.07151700	-34.93291620
50760670	Rua Professor Luiz Gonzaga Porto	San Martin	-8.07045780	-34.92469700
50761370	Rua Professor Sílvio da Cunha Santos	San Martin	-8.07199700	-34.93059070
50760680	Rua Professora Maria do Carmo Araújo	San Martin	-8.07064350	-34.92572830
50761470	Rua Puna	San Martin	-8.07258520	-34.92790620
50761275	Rua Quinze de Março	San Martin	-8.06547200	-34.93147200
50760055	Rua Riachinho	San Martin	-8.04996480	-34.91271600
50761755	Rua Santa Clara	San Martin	-8.08339630	-34.96573240
50761710	Rua Santa Mônica	San Martin	-8.07260070	-34.93196390
50760355	Rua Santa Paula	San Martin	-8.07031030	-34.92594210
50761570	Rua Santa Rosa	San Martin	-8.07409180	-34.92610640
50761600	Rua Santo Ângelo	San Martin	-8.07496790	-34.92422830
50761770	Rua Santos Cosme e Damião	San Martin	-8.06694000	-34.93111820
50761760	Rua São Francisco de Assis	San Martin	-8.10310890	-34.96829170
50761780	Rua São João	San Martin	-8.07029810	-34.88213570
50761380	Rua Sigismundo Cabral de Melo	San Martin	-8.07316400	-34.93047300
50761325	Rua Tanguará	San Martin	-8.07510070	-34.92298850
50761415	Rua Tenente Mindelo	San Martin	-8.07565890	-34.92728090
50761730	Rua Tula Freire de Souza	San Martin	-8.07428000	-34.92875810
50761550	Rua Vereador Sérgio Xavier	San Martin	-8.07384220	-34.92688810
50761244	Rua Vinte e Um de Abril	San Martin	-8.07043810	-34.93029610
50761360	Rua Visconde de Porto Seguro	San Martin	-8.07084670	-34.93034260
50761050	Rua Visconde Parnaíba	San Martin	-8.06727880	-34.92980980
50761510	Rua Volta Grande	San Martin	-8.07436690	-34.92834360
50761061	Travessa Arsênio Calaça	San Martin	-8.07014260	-34.93103550
50761671	Travessa Cordélia Gois Silva	San Martin	-8.07356430	-34.93299080
50761703	Travessa Nova Europa	San Martin	-8.07477180	-34.93173560
50761701	Travessa Pedro Boulitreau	San Martin	-8.07553170	-34.93148680
50761791	Travessa Professor Everaldo da Cunha Lima	San Martin	-8.06722200	-34.93052600
50761601	Travessa Santo Ângelo	San Martin	-8.07334590	-34.92434000
50760065	1ª Travessa Ernesto Cavalcanti	Mustardinha	-8.07393790	-34.91097450
50760101	1ª Travessa Fabinho	Mustardinha	-8.07008110	-34.91900360
50760066	2ª Travessa Ernesto Cavalcanti	Mustardinha	-8.07393790	-34.91097450
50760102	2ª Travessa Fabinho	Mustardinha	-8.07000420	-34.91899070
50760081	3ª Travessa Célia	Mustardinha	-8.06918990	-34.92134060
50760103	3ª Travessa Fabinho	Mustardinha	-8.07006920	-34.91900160
50760104	4ª Travessa Fabinho	Mustardinha	-8.07006920	-34.91900160
50760365	Avenida Cônsul Vilares Fragoso	Mustardinha	-8.06690780	-34.92399880
50760830	Avenida Manoel Gonçalves da Luz	Mustardinha	-8.06999400	-34.91775990
50760225	Avenida Mustardinha	Mustardinha	-8.07184150	-34.91636210
50760760	Beco do Comissariado	Mustardinha	-8.07226190	-34.91842230
50760320	Largo da Mustardinha	Mustardinha	-8.07173030	-34.91840670
50760390	Praça ABC	Mustardinha	-8.07349420	-34.91852880
50760345	Praça Irmã Douraci Neris Sampaio	Mustardinha	-8.07189220	-34.91848500
50760280	Rua Abaiara	Mustardinha	-8.07296630	-34.91747210
50760315	Rua Adolfo Bezerra	Mustardinha	-8.07249690	-34.91620400
50760160	Rua Adrianópolis	Mustardinha	-8.07069320	-34.91541160
50760495	Rua Apucarana	Mustardinha	-8.07023210	-34.91481890
50760410	Rua Araribóia	Mustardinha	-8.07301350	-34.92043840
50760380	Rua Bertópolis	Mustardinha	-8.07275490	-34.91861050
50760465	Rua Caipós	Mustardinha	-8.06832600	-34.91477850
50760290	Rua Camirim	Mustardinha	-8.07291720	-34.91785500
50760305	Rua Capitão Adolfo Táquis	Mustardinha	-8.07325470	-34.91708480
50760180	Rua Caricé	Mustardinha	-8.07098030	-34.91617960
50760237	Rua Carlópolis	Mustardinha	-8.07284680	-34.91662440
50760080	Rua Célia	Mustardinha	-8.06954460	-34.91958650
