CEP	LOGRADOURO	BAIRRO	LAT	LONG
51220040	Avenida Ministro Oliveira Salazar	Ibura	-8.11317460	-34.93458880
51200235	Avenida Presidente Dutra	Ibura	-8.12225300	-34.91714570
51230282	Avenida Projetada	Ibura	-8.13050740	-34.91533140
51220225	Avenida Recife	Ibura	-8.11085820	-34.92657920
51210010	Praça Ministro Salgado Filho	Ibura	-8.13315650	-34.91759290
51210902	Praça Ministro Salgado Filho, s/n	Ibura	-8.13315650	-34.91759290
51230140	Rodovia BR-101 Sul	Ibura	-8.11341440	-34.94516760
51230475	Rua Ademir Martins	Ibura	-8.11451470	-34.93630920
51240120	Rua Afonso Cunha	Ibura	-8.12459780	-34.94127210
51240125	Rua Afonso Cunha - até 99998/99999	Ibura	-8.12451190	-34.94141180
51230680	Rua Alegria	Ibura	-8.10927850	-34.95803820
51220100	Rua Alhandra	Ibura	-8.11308870	-34.93338750
51240140	Rua Altaneira	Ibura	-12.91777510	-38.49463450
51230650	Rua Alvorada	Ibura	-8.11826580	-34.93628990
51230322	Rua Alvorada do Sul	Ibura	-8.11481240	-34.93876040
51240770	Rua Amparo	Ibura	-8.12768140	-34.94300000
51240715	Rua Angatuba	Ibura	-8.12941380	-34.94220520
51230440	Rua Antônio Perrelli	Ibura	-23.52201990	-46.36643300
51200201	Rua Arabutã	Ibura	-8.00028470	-34.93488890
51200200	Rua Arcelina de Oliveira	Ibura	-8.12578190	-34.91623010
51240225	Rua Assis Brasil	Ibura	-8.12765090	-34.93464910
51240230	Rua Avelino Chaves	Ibura	-8.12582620	-34.93543030
51220065	Rua Azeitona	Ibura	-8.10981720	-34.93123570
51240720	Rua Bálsamo	Ibura	-8.12950550	-34.94117500
51230685	Rua Bambolê	Ibura	-8.12940680	-34.90389260
51230620	Rua Bambulua	Ibura	-8.11015630	-34.93659670
51240440	Rua Barão de Grajaú	Ibura	-8.12439770	-34.93934420
51200230	Rua Barão de Monte Alto	Ibura	-8.12594690	-34.91584240
51220190	Rua Barão de Timbaúba	Ibura	-8.10829950	-34.93139350
51240570	Rua Barcelona	Ibura	-8.02197810	-35.01177130
51240560	Rua Barra dos Coqueiros	Ibura	-8.12952770	-34.93999520
51230270	Rua Bento Gonçalves	Ibura	-8.06616290	-34.88776130
51230160	Rua Bom Nome	Ibura	-8.11772580	-34.94286450
51240650	Rua Brasília	Ibura	-8.09810300	-34.90858500
51230141	Rua Braz Pires	Ibura	-8.12320760	-34.94495280
51240735	Rua Brejo da Cruz	Ibura	-8.12723680	-34.94180720
51240750	Rua Cabo Clodoaldo Ursulano	Ibura	-8.12910310	-34.94263240
51240680	Rua Cafarnaum	Ibura	-8.13944680	-34.92946010
51230200	Rua Campos Dois Rios	Ibura	-8.11434520	-34.94014020
51220125	Rua Canatiba	Ibura	-8.11167300	-34.93058690
51240070	Rua Cândido Mendes	Ibura	-8.12047550	-34.94056110
51240203	Rua Carlos José	Ibura	-8.05801080	-34.94504010
51230300	Rua Carnijó	Ibura	-8.10930800	-34.93883460
51220050	Rua Carrapateira	Ibura	-8.10841760	-34.93730890
51240110	Rua Cassiano Leite	Ibura	-8.12424770	-34.93956610
51240630	Rua Célio Lopes	Ibura	-22.96155380	-44.04158270
51230315	Rua Centenário da Abolição	Ibura	-8.11558120	-34.93720650
51230480	Rua Cláudio da Hora	Ibura	-8.11488360	-34.93623230
51240400	Rua Colares	Ibura	-8.12641600	-34.94352270
51230280	Rua Colônia	Ibura	-8.10900840	-34.94230350
51240080	Rua Cônego Marinho	Ibura	-8.11529990	-34.92035540
51220250	Rua Conselheiro Pena	Ibura	-8.11618300	-34.92942870
51240540	Rua Coronel Geraldo Gomes de Matos	Ibura	-8.12803220	-34.93649460
51240260	Rua Craíbas	Ibura	-8.12840200	-34.93633090
51240500	Rua Cristino de Castro	Ibura	-8.12498400	-34.93570760
51230715	Rua da Acerola	Ibura	-8.14977150	-34.93934510
51230660	Rua da Felicidade	Ibura	-8.11813790	-34.93663030
51230635	Rua da Jaqueira	Ibura	-8.13577340	-34.93302090
51230640	Rua da Mangueira	Ibura	-8.01699560	-34.96168280
51230625	Rua da Prosperidade	Ibura	-23.71603740	-46.52884570
51230710	Rua da Riqueza	Ibura	-8.03047350	-34.87898150
51230261	Rua David Caldas	Ibura	-5.09083180	-42.81298660
51230675	Rua Dendezal	Ibura	-8.11785500	-34.93733930
51220260	Rua Deputado Afrânio Godoy	Ibura	-8.11517150	-34.92998860
51240390	Rua Dermeval Lobão	Ibura	-8.12120420	-34.93996460
51220135	Rua do Conde	Ibura	-8.11142270	-34.93085090
51220070	Rua do Congo	Ibura	-8.11032210	-34.93343820
51220060	Rua do Desterro	Ibura	-8.11051920	-34.93465680
51230690	Rua do Manguito	Ibura	-8.11015630	-34.93659670
51220140	Rua Doutor Achilles Amorim Moura	Ibura	-8.10847370	-34.92955650
51230281	Rua Doutor José Maria de Almeida Bello	Ibura	-8.11015630	-34.93659670
51230430	Rua Doutor Nilton Cyreno	Ibura	-8.11015630	-34.93659670
51200210	Rua Doutor Seabra	Ibura	-8.12671220	-34.91597760
51230410	Rua Doutor Vicente Rabelo	Ibura	-8.11151270	-34.93707460
51240420	Rua Duque de Bacelar	Ibura	-8.12428780	-34.94065860
51230330	Rua Ecoporanga	Ibura	-8.11533620	-34.93962430
51240270	Rua Elesbão Veloso	Ibura	-8.12818830	-34.93684200
51240490	Rua Emílio Monteiro Fonseca	Ibura	-8.12512280	-34.93683710
51230325	Rua Engenho Bulhões	Ibura	-8.11543240	-34.93747470
51230665	Rua Esperança	Ibura	-8.11805390	-34.93680370
51240708	Rua Estrela D'Oeste - até 99998/99999	Ibura	-8.12970530	-34.94355070
51220210	Rua Expedicionário João Peçanha	Ibura	-8.10847010	-34.93231230
51240215	Rua Fernandes Belo	Ibura	-8.12753250	-34.93376270
51240010	Rua Fernando Tomaz da Silva	Ibura	-8.11853820	-34.93828340
51240460	Rua Flores da Cunha	Ibura	-8.12379380	-34.93764860
51240480	Rua Flores do Piauí	Ibura	-8.12541740	-34.93765000
51240062	Rua Francisco Beltrão	Ibura	-8.12319950	-34.93608230
51240510	Rua Frei Luís de Souza	Ibura	-8.12533030	-34.93540250
51220300	Rua Gonçalves de Magalhães - de 1/2 ao fim	Ibura	-8.11735660	-34.91601490
51240590	Rua Grão Pará	Ibura	-19.92690350	-43.92281010
51230210	Rua Gustavo Cintra Pasháus	Ibura	-8.11431390	-34.94024270
51240640	Rua Helena Porcina	Ibura	-23.61701570	-46.78433640
51220180	Rua Herval D Oeste	Ibura	-8.10822590	-34.93096210
51240370	Rua Hugo Carneiro	Ibura	-8.12228480	-34.94177020
51220090	Rua Ibiara	Ibura	-8.11149170	-34.93263740
51240250	Rua Ilópolis	Ibura	-8.12821420	-34.93590910
51240790	Rua Ingá	Ibura	-8.12828590	-34.94121460
51240780	Rua Ipameri	Ibura	-8.12619230	-34.94214480
51240775	Rua Ipora	Ibura	-8.12650580	-34.94192760
51240615	Rua Itiquira	Ibura	-8.12496280	-34.94175740
51240825	Rua Jaguaretama	Ibura	-8.13115010	-34.94506290
51230470	Rua Jairo Muniz	Ibura	-8.11015630	-34.93659670
51240150	Rua Japoatã	Ibura	-8.12460800	-34.93605720
51230630	Rua Jaspe	Ibura	-19.91410300	-43.92412560
51230490	Rua Jetejaquison	Ibura	-8.11412490	-34.93673390
51230327	Rua Jornalista Calinício Ramos da Silva	Ibura	-8.11590150	-34.93708810
51220000	Rua Jornalista Edson Regis	Ibura	-8.11220800	-34.93263240
51220160	Rua José Durval Carneiro Campelo	Ibura	-8.10901420	-34.93010880
51200220	Rua José Lins do Rego	Ibura	-8.12691910	-34.91648160
51230465	Rua José Maria de Melo	Ibura	-23.62030760	-46.80549440
51240555	Rua José Martorano	Ibura	-8.12983030	-34.93625620
51240190	Rua Lauro de Freitas	Ibura	-8.12459460	-34.93312080
51240180	Rua Licínio de Almeida	Ibura	-8.12474260	-34.93262810
51230637	Rua Lirio Formoso	Ibura	-22.80420720	-43.33274490
51240730	Rua Lizarda	Ibura	-8.12902910	-34.94008890
51220170	Rua Lourival Bandeira de Melo	Ibura	-8.10815880	-34.93057590
51240171	Rua Macedônia	Ibura	-8.11068100	-34.94178900
51240170	Rua Maestro Francisco Manuel da Silva	Ibura	-8.11468320	-34.93574620
51240795	Rua Major Silva Castro	Ibura	-8.12900370	-34.94192160
51220055	Rua Manaira	Ibura	-8.11142850	-34.93002100
51240360	Rua Mâncio Lima	Ibura	-8.12177260	-34.94200020
51230695	Rua Mangaba	Ibura	-7.78884560	-34.84164610
51230705	Rua Mangará	Ibura	-22.93850040	-44.40425500
51240240	Rua Marcos Parente	Ibura	-8.12996260	-34.93471170
51230485	Rua Marcos Santana	Ibura	-8.12996260	-34.93471170
51240335	Rua Maria Minelau	Ibura	-8.09480380	-34.96553050
51240800	Rua Mateira	Ibura	-8.13156440	-34.94506950
51230290	Rua Mauriti	Ibura	-8.10911760	-34.93969310
51240160	Rua Medeiros Neto	Ibura	-8.11451470	-34.93630920
51220280	Rua Melaço	Ibura	-8.02461850	-34.92377900
51240580	Rua Meridiano	Ibura	-8.11375490	-34.93604110
51240290	Rua Miguel Calmon	Ibura	-8.12823500	-34.93773260
51230340	Rua Mimoso do Sul	Ibura	-8.13556860	-34.94451400
51240530	Rua Monsenhor Hipólito	Ibura	-8.12623090	-34.93421170
51230260	Rua Monsenhor João Olímpio dos Santos	Ibura	-8.10885320	-34.93922890
51220150	Rua Moxotó	Ibura	-8.11350570	-34.93385490
51240300	Rua Muniz Ferreira	Ibura	-8.12873310	-34.93811020
51230460	Rua Muniz Silva	Ibura	-7.91986200	-34.82760240
51240380	Rua Nova América	Ibura	-8.12333940	-34.94198690
51220045	Rua Nova Bandeirante	Ibura	-20.36311310	-40.36830860
51240310	Rua Nova Canaã	Ibura	-8.12935140	-34.93844610
51220035	Rua Nova Floresta	Ibura	-8.11306260	-34.92668920
51220030	Rua Nova Palmeira	Ibura	-8.11476950	-34.93034830
51240600	Rua Nova Veneza	Ibura	-8.10964240	-34.93340940
51240610	Rua Novo Brasil	Ibura	-8.11186230	-34.93118380
51240705	Rua Pacajus	Ibura	-8.12973520	-34.94262780
51230655	Rua Pacifico	Ibura	-8.11815980	-34.93643150
51240745	Rua Parambu	Ibura	-8.13051170	-34.94240680
51240785	Rua Paraná	Ibura	-8.12583440	-34.94281380
51240660	Rua Paranaíba	Ibura	-8.11558720	-34.94226030
51240740	Rua Paraúna	Ibura	-8.12784660	-34.94002740
51230670	Rua Patío do Povo	Ibura	-8.11824340	-34.93720560
51240810	Rua Pederneiras	Ibura	-8.13054810	-34.94412660
51240695	Rua Pentecoste	Ibura	-8.13090440	-34.94267770
51200240	Rua Perimetral	Ibura	-8.12451610	-34.91768970
51230230	Rua Pintor Agenor de Albuquerque César	Ibura	-8.11030460	-34.94198420
51200250	Rua Pintor Lula Cardoso Ayres	Ibura	-8.12745430	-34.91713430
51240130	Rua Porto Nacional	Ibura	-8.12642970	-34.94121210
51240200	Rua Presidente Venceslau	Ibura	-8.12666110	-34.93348230
51230250	Rua Professor Fernando Mota	Ibura	-8.10934340	-34.94065190
51220230	Rua Professor José Brasileiro Vila Nova	Ibura	-8.10964240	-34.93340940
51220220	Rua Professor Potiguar Matos	Ibura	-8.10870570	-34.93093050
51220290	Rua Professora Maria Sales Neves	Ibura	-8.11015630	-34.93659670
51230240	Rua Químico Alfeu Rabelo	Ibura	-8.10989680	-34.94068410
51230700	Rua Recanto Feliz	Ibura	-8.02627990	-34.91935940
51240450	Rua Regente Feijó	Ibura	-8.12515310	-34.93922580
51220130	Rua Reinaldo Dorneles Câmara	Ibura	-8.10834940	-34.92911590
51230090	Rua Riacho das Almas	Ibura	-8.11238020	-34.94428700
51230080	Rua Riacho de Santana	Ibura	-8.11280000	-34.94383720
51230450	Rua Ribeira	Ibura	-8.11187830	-34.94325680
51230220	Rua Ribeirão das Neves	Ibura	-8.11187830	-34.94325680
51230040	Rua Ribeirão do Pinhal	Ibura	-8.11391820	-34.94207390
51230020	Rua Ribeirão Vermelho	Ibura	-8.11359850	-34.94115830
51230100	Rua Rio Acima	Ibura	-8.11200800	-34.94474700
51230030	Rua Rio Branco do Sul	Ibura	-8.11373590	-34.94161050
51230010	Rua Rio Brígida	Ibura	-8.11233610	-34.94065510
51230320	Rua Rio Chuy	Ibura	-8.11600180	-34.93940130
51230310	Rua Rio Claro	Ibura	-8.11622930	-34.93992870
51240000	Rua Rio da Prata	Ibura	-8.11847460	-34.93763090
51230070	Rua Rio das Contas	Ibura	-8.11323810	-34.94339990
51230060	Rua Rio das Pedras	Ibura	-8.11340670	-34.94296140
51240050	Rua Rio dos Cedros	Ibura	-8.12019680	-34.93924400
51240020	Rua Rio Douro	Ibura	-8.11849210	-34.93914720
51240090	Rua Rio Duna	Ibura	-8.11372660	-34.93229460
51240430	Rua Rio Espera	Ibura	-8.12280570	-34.93891460
51230380	Rua Rio Juruá	Ibura	-8.11319330	-34.93789810
51230390	Rua Rio Madeira	Ibura	-8.11281390	-34.93765310
51220020	Rua Rio Moxotó	Ibura	-8.11350570	-34.93385490
51230370	Rua Rio Negro	Ibura	-8.11367280	-34.93800710
51230050	Rua Rio Novo do Sul	Ibura	-8.11371960	-34.94252100
51230560	Rua Rio Oeste	Ibura	-8.11444170	-34.93850260
51230360	Rua Rio Pajeú	Ibura	-8.11530490	-34.93636280
51230180	Rua Rio Paranaíba	Ibura	-8.11558720	-34.94226030
51230110	Rua Rio Pardo	Ibura	-8.11948180	-34.93850720
51230120	Rua Rio Piracicaba	Ibura	-8.11066340	-34.94562880
51240030	Rua Rio Prado	Ibura	-8.11369060	-34.94267310
51230150	Rua Rio Purus	Ibura	-8.11827820	-34.94289000
51230130	Rua Rio Tapado	Ibura	-8.11699640	-34.94294360
51220010	Rua Rio Una	Ibura	-8.11179830	-34.93416740
51230190	Rua Rio Vermelho	Ibura	-8.11453490	-34.94031210
51240040	Rua Rio Xingu	Ibura	-8.12007820	-34.93849930
51240725	Rua Rosário do Oeste	Ibura	-8.12837900	-34.94197790
51230645	Rua Rubi	Ibura	-8.11852370	-34.93612750
51240320	Rua Rubinéia	Ibura	-8.12943480	-34.93888660
51240330	Rua Sagres	Ibura	-8.12960850	-34.93933200
51230420	Rua Santa Leopoldina	Ibura	-8.11760830	-34.93967430
51240755	Rua São José da Laje	Ibura	-8.12713760	-34.94107120
51240760	Rua Sargento Coriolando Santiago	Ibura	-8.12879440	-34.94308850
51240470	Rua Sátiro Dias	Ibura	-8.12482330	-34.93783150
51230170	Rua Sebastião Constantino da Silva	Ibura	-8.11692000	-34.94230910
51220270	Rua Senador Pompéu	Ibura	-8.11561450	-34.92961420
51240670	Rua Silva Jardim	Ibura	-8.13989150	-34.92877880
51240520	Rua Soldado Romildo Ottenen	Ibura	-8.12468150	-34.93353920
51240765	Rua Tanabi	Ibura	-8.12725460	-34.94182370
51220200	Rua Tenente Ristimister	Ibura	-8.10839580	-34.93191480
51220080	Rua Teotônio de Melo Filho	Ibura	-8.11165220	-34.93399220
51240710	Rua Tianguá	Ibura	-8.13091700	-34.94093850
51220110	Rua Tucumã	Ibura	-8.11446410	-34.93243670
51240815	Rua Uiraúna	Ibura	-8.13127690	-34.94395910
51240280	Rua Virginópolis	Ibura	-8.12812480	-34.93729840
51240100	Rua Visconde de Azuara	Ibura	-8.12251620	-34.94007220
51240325	Rua Waldomiro de Oliveira	Ibura	-20.78803770	-49.42520400
51220221	Travessa Assis Brasil	Ibura	-8.12882640	-34.93473080
51220071	Travessa do Congo	Ibura	-8.11000210	-34.93362320
51230411	Travessa Doutor Vicente Rabelo	Ibura	-8.11151270	-34.93707460
51240551	Travessa José Martorano	Ibura	-8.12985610	-34.93638770
51230231	Travessa Pintor Agenor de Albuquerque César	Ibura	-8.11030460	-34.94198420
51240101	Travessa Visconde de Azuara	Ibura	-8.12251620	-34.94007220
51250321	1ª Travessa Alberto Lundgren	Jordão	-8.13705370	-34.93696140
51250251	1ª Travessa Alto da Jaqueira	Jordão	-7.99910720	-34.93629030
51260001	1ª Travessa Boanerges Pereira	Jordão	-8.13589090	-34.93901410
51250431	1ª Travessa Camocim	Jordão	-8.13037740	-34.93545020
51250561	1ª Travessa da Alegria	Jordão	-8.14449080	-34.93698920
51260211	1ª Travessa da Batalha	Jordão	-8.13422020	-34.94126020
51250546	1ª Travessa Flores do Oriente	Jordão	-8.13113100	-34.93419450
51260331	1ª Travessa Garanhuns	Jordão	-8.13415550	-34.94395550
51250344	1ª Travessa Governador Roberto Silveira	Jordão	-8.13470480	-34.93741920
51260261	1ª Travessa Governador Torres Galvão	Jordão	-8.13078020	-34.93997060
51260061	1ª Travessa Irakitan	Jordão	-8.13585340	-34.94096100
51260721	1ª Travessa John Bispo	Jordão	-8.13264640	-34.94483750
51260361	1ª Travessa Sérgio Bittencourt	Jordão	-8.13419160	-34.94519370
51260281	1ª Travessa Verdejante	Jordão	-8.13184990	-34.94203770
51250252	2ª Travessa Alto da Jaqueira	Jordão	-8.01047700	-34.90570600
51250432	2ª Travessa Camocim	Jordão	-8.13070540	-34.93529420
51260212	2ª Travessa da Batalha	Jordão	-8.13422020	-34.94126020
51260042	2ª Travessa Dona Carentina	Jordão	-8.13632970	-34.94041290
51260232	2ª Travessa Flor do Sertão	Jordão	-8.13251400	-34.93911090
51250547	2ª Travessa Flores do Oriente	Jordão	-8.13113100	-34.93419450
51260332	2ª Travessa Garanhuns	Jordão	-8.13293310	-34.94430910
51260262	2ª Travessa Governador Torres Galvão	Jordão	-8.13078020	-34.93997060
51260062	2ª Travessa Irakitan	Jordão	-8.13585340	-34.94096100
51260722	2ª Travessa John Bispo	Jordão	-8.13255280	-34.94533330
51260402	2ª Travessa Presidente Kennedy	Jordão	-8.13576320	-34.94688190
51260362	2ª Travessa Sérgio Bittencourt	Jordão	-8.13351670	-34.94493640
51260282	2ª Travessa Verdejante	Jordão	-8.13157820	-34.94205210
51250253	3ª Travessa Alto da Jaqueira	Jordão	-8.00504720	-34.92082570
51250435	3ª Travessa Camocim	Jordão	-8.13048200	-34.93502470
51260213	3ª Travessa da Batalha	Jordão	-8.13422810	-34.94127600
51260333	3ª Travessa Garanhuns	Jordão	-8.13401450	-34.94400020
51260063	3ª Travessa Irakitan	Jordão	-8.13584120	-34.94097640
51260723	3ª Travessa John Bispo	Jordão	-8.13309210	-34.94516190
51260403	3ª Travessa Presidente Kennedy	Jordão	-8.13550120	-34.94645330
51260363	3ª Travessa Sérgio Bittencourt	Jordão	-8.13460510	-34.94503540
51250293	3ª Travessa Ubatanga	Jordão	-8.13529370	-34.93281840
51250093	3ª Travessa Vinte e Dois de Agosto	Jordão	-8.13529370	-34.93281840
51250254	4ª Travessa Alto da Jaqueira	Jordão	-8.13622260	-34.93211560
51250434	4ª Travessa Camocim	Jordão	-8.13038430	-34.93543350
51260214	4ª Travessa da Batalha	Jordão	-8.13422810	-34.94127600
51260044	4ª Travessa Dona Carentina	Jordão	-8.13574410	-34.93893820
51260064	4ª Travessa Irakitan	Jordão	-8.13584120	-34.94097640
51260404	4ª Travessa Presidente Kennedy	Jordão	-8.13549600	-34.94646100
51250436	5ª Travessa Camocim	Jordão	-8.13038890	-34.93541600
51260215	5ª Travessa da Batalha	Jordão	-8.13376480	-34.94057520
51260065	5ª Travessa Irakitan	Jordão	-8.13583000	-34.94099230
51250437	6ª Travessa Camocim	Jordão	-8.13038890	-34.93541600
51260216	6ª Travessa da Batalha	Jordão	-8.13317400	-34.93935500
51260217	7ª Travessa da Batalha	Jordão	-8.13323100	-34.93945800
51260218	8ª Travessa da Batalha	Jordão	-8.13329400	-34.93956300
51260219	9ª Travessa da Batalha	Jordão	-8.13425210	-34.94132360
51250520	Avenida Beira Rio	Jordão	-8.12848250	-34.95929460
51250000	Avenida Centenário Alberto Santos Dumont	Jordão	-8.14132180	-34.91994310
51250480	Avenida Dona Alice Montenegro Lessa	Jordão	-8.13380330	-34.93712900
51260040	Avenida Dona Carentina	Jordão	-8.13489160	-34.94083670
51260250	Avenida Dona Célia Arraes	Jordão	-8.13175300	-34.93971600
51250460	Avenida Dona Eunice Pereira	Jordão	-8.13117100	-34.93541760
51250340	Avenida Governador Roberto Silveira	Jordão	-8.13396690	-34.93757040
51260260	Avenida Governador Torres Galvão	Jordão	-8.13121430	-34.93963030
51260020	Avenida Industrial Mendo Sampaio	Jordão	-8.13600260	-34.93783120
51250010	Avenida Júlio César	Jordão	-8.14146120	-34.92179460
51250005	Avenida Marechal Mascarenhas de Moraes	Jordão	-8.14270440	-34.91802880
51250025	Avenida Maria Irene	Jordão	-8.14068320	-34.92908220
51250900	Avenida Maria Irene, s/n	Jordão	-8.14070530	-34.92924270
51260410	Avenida Ministro Apolônio Sales	Jordão	-8.13463790	-34.94669130
51260270	Avenida Operário Júlio Rocha	Jordão	-8.13235800	-34.94085200
51250491	Praça do Jordão	Jordão	-8.13063240	-34.93864380
51260220	Praça Presidente Kennedy	Jordão	-8.13441360	-34.94164430
51250330	Praça Sebastião Malta	Jordão	-8.06426700	-34.87819380
51250420	Rua Abre Campo	Jordão	-8.13348710	-34.93575740
51250400	Rua Agaci	Jordão	-8.00166720	-34.92490730
51250320	Rua Alberto Lundgren	Jordão	-8.13582650	-34.93541760
51250240	Rua Alfeu Boa Ventura	Jordão	-8.13697830	-34.93309100
51250080	Rua Antonina Uchôa	Jordão	-8.14088010	-34.92543300
51250070	Rua Antônio Rocha	Jordão	-8.14097350	-34.92403470
51250015	Rua Antônio Uchôa	Jordão	-8.14088010	-34.92543300
51260615	Rua Apolo II	Jordão	-8.06124430	-34.87212060
51260760	Rua Assis Brasil	Jordão	-8.12764230	-34.93465020
51260310	Rua Atalaia	Jordão	-8.13258670	-34.94309930
51250370	Rua Bahia	Jordão	-8.13329220	-34.93630430
51250230	Rua Belo Oriente	Jordão	-8.13753280	-34.93401710
51260000	Rua Boanerges Pereira	Jordão	-8.13716690	-34.94100450
51260090	Rua Bodocó	Jordão	-8.13662430	-34.94273080
51260421	Rua Boquira	Jordão	-8.13206860	-34.94549310
51250190	Rua Britânia	Jordão	-8.13864140	-34.93302670
51260080	Rua Cachoeirinha	Jordão	-8.13658470	-34.94226360
51250112	Rua Cafarnaum	Jordão	-8.13944680	-34.92946010
51250430	Rua Camocim	Jordão	-8.13117100	-34.93541760
51250270	Rua Campinorte	Jordão	-8.13808110	-34.93496240
51250410	Rua Campo Belo	Jordão	-8.01303330	-34.91652380
51260420	Rua Campo do Jordão	Jordão	-8.13187600	-34.94409790
51250380	Rua Campo Florido	Jordão	-8.13467800	-34.93521620
51250450	Rua Canadá	Jordão	-8.13187340	-34.93606660
51250500	Rua Capinorte	Jordão	-8.13808110	-34.93496240
51260480	Rua Catolé do Rocha	Jordão	-8.13098820	-34.94349770
51260290	Rua Clevelândia	Jordão	-8.13292590	-34.94257760
51260750	Rua Conselho de Moradores	Jordão	-8.13628490	-34.94542600
51250600	Rua Cônsul Joseph Noujaim	Jordão	-8.08634690	-34.89193720
51250120	Rua Cristália	Jordão	-8.13948230	-34.93048850
51250560	Rua da Alegria	Jordão	-8.14410350	-34.93659850
51260210	Rua da Batalha	Jordão	-8.13441360	-34.94164430
51250250	Rua da Jaqueira	Jordão	-8.13536620	-34.93410840
51250540	Rua das Flores	Jordão	-8.13184220	-34.93461810
51250470	Rua Desembargador Evandro Netto	Jordão	-8.13165430	-34.93814380
51260005	Rua Dezessete	Jordão	-8.13727330	-34.94383620
51250140	Rua Divinésia	Jordão	-8.13855550	-34.93015100
51250350	Rua Doutor Álvaro Ferraz	Jordão	-8.13314960	-34.93735910
51250360	Rua Doutor Andrade Lyra	Jordão	-8.13326690	-34.93682210
51250580	Rua Doutor Césio Regueira Costa	Jordão	-8.13588580	-34.93550170
51250620	Rua Doutor José de Sá Pessoa	Jordão	-8.13337390	-34.93473000
51250030	Rua Edgar Campelo	Jordão	-8.14093170	-34.92143170
51260010	Rua Escola de Sagres	Jordão	-8.13640770	-34.93774430
51260030	Rua Feira Nova	Jordão	-8.13560140	-34.93786560
51260770	Rua Fernandes Belo	Jordão	-8.12753250	-34.93376270
51260230	Rua Flor do Sertão	Jordão	-8.13277140	-34.93978330
51250545	Rua Flores do Oriente	Jordão	-8.13281880	-34.93394330
51250210	Rua Florestal	Jordão	-8.13800880	-34.93355010
51250630	Rua Francisco Beltrão	Jordão	-8.12319950	-34.93608230
51260330	Rua Garanhuns	Jordão	-8.13308140	-34.94424240
51260100	Rua Garibaldina	Jordão	-8.13597810	-34.94325060
51250390	Rua Goiás	Jordão	-8.13425170	-34.93536780
51260740	Rua Gregório Bezerra	Jordão	-8.00836370	-34.93114100
51250160	Rua Inês Matutina	Jordão	-8.13986880	-34.93135860
51260060	Rua Irakitan	Jordão	-8.13580790	-34.94137730
51250440	Rua Itabuna	Jordão	-8.13231270	-34.93583380
51250310	Rua Jardim do Seridó	Jordão	-8.13493050	-34.93390120
51260720	Rua John Bispo I	Jordão	-8.13305390	-34.94494120
51260170	Rua Joraci Camargo	Jordão	-8.13529660	-34.94016610
51260765	Rua José Martorano	Jordão	-8.12983030	-34.93625620
51250280	Rua Josias Rodrigues dos Santos	Jordão	-8.13683370	-34.93465510
51260140	Rua Junqueiro	Jordão	-8.13413390	-34.93920400
51250490	Rua Lima Campos	Jordão	-8.13057520	-34.93717500
51260120	Rua Limoeiro	Jordão	-8.13394320	-34.93828690
51250170	Rua Luís Câmara	Jordão	-8.13966670	-34.93194780
51250570	Rua Maria Delba da Silva	Jordão	-8.13618680	-34.93313620
51250550	Rua Maripousa	Jordão	-8.08642270	-34.89388440
51260380	Rua Mimoso	Jordão	-8.13556860	-34.94451400
51250610	Rua Ministro Dilson Funaro	Jordão	-8.01963250	-34.99262260
51260300	Rua Mirandiba	Jordão	-8.13492750	-34.94248200
51260070	Rua Miravânia	Jordão	-8.13553160	-34.94187260
51250200	Rua Mirinzal	Jordão	-8.13824900	-34.93233790
51260600	Rua Mogi Guaçu	Jordão	-8.12909070	-34.94091330
51250300	Rua Mogiguaçu	Jordão	-8.02292120	-34.92364160
51260320	Rua Najá	Jordão	-8.13311340	-34.94373420
51250530	Rua Paraíso do Sul	Jordão	-8.02359480	-34.92635660
51250150	Rua Pau-brasil	Jordão	-8.13847560	-34.93099390
51260350	Rua Petrolândia	Jordão	-8.13447160	-34.94452450
51260180	Rua Piancó	Jordão	-8.13475570	-34.93886360
51260400	Rua Presidente Kennedy	Jordão	-8.13551540	-34.94643550
51250180	Rua Professor José Constantino da Silva	Jordão	-8.13946800	-34.93288250
51250590	Rua Professor Manoel Henrique A. de Moraes	Jordão	-23.56634150	-48.02651740
51250220	Rua Professora Arcelina Câmara	Jordão	-8.13832180	-34.93425690
51260150	Rua Rubem Berardo	Jordão	-8.13468510	-34.93943570
51260160	Rua Santa Ágda	Jordão	-8.13491570	-34.93989540
51250130	Rua São Domingos	Jordão	-8.13996990	-34.92996360
51260730	Rua São José do Belmonte	Jordão	-8.13519700	-34.93793570
51260050	Rua São José do Egito	Jordão	-8.13605490	-34.93842920
51250060	Rua Senador Júlio Barbosa	Jordão	-8.14081760	-34.92339190
51260360	Rua Sérgio Bittencourt	Jordão	-8.13392320	-34.94578290
51260110	Rua Serra Dourada	Jordão	-8.13590940	-34.94245150
51260370	Rua Serra Talhada	Jordão	-8.13449880	-34.94589960
51260390	Rua Sertânia	Jordão	-8.13593030	-34.94543760
51250102	Rua Silva Jardim	Jordão	-8.13989150	-34.92877880
51260130	Rua Sudoeste	Jordão	-8.13391310	-34.93881040
51260190	Rua Tâmara	Jordão	-8.13462880	-34.94007490
51260200	Rua Tamareira	Jordão	-8.13403910	-34.94001010
51260340	Rua Toritama	Jordão	-8.13573930	-34.94375900
